id,source,s_label,target,t_label
450,states will continue to fund the us military and their own guard and reserve units .,0,"Governments will continue to allocate resources to support the US military, as well as their own guard and reserve forces.",1
451,"yes to defund , no to cloture",0,"""Support for defunding, opposition to cloture.""",1
452,"no way around it .. everybody better get ready to sacrifice a little , or just keeping living in the dream world the tax cut , spend more crowd brought us .",0,"""We must all be willing to make some sacrifices, or continue living in a fantasy world perpetuated by those who advocate for tax cuts and increased spending.""",1
453,after impeachment then prosecution for treason and the deportation ... get it,0,"After the impeachment process, if the charges are found to be true, then the individual in question may face trial for treason and, if convicted, may be deported.",1
454,"out of the years hagan has been in office , i haven 't seen any changes .",0,"Over the years Hagan has been in office, I haven't observed any progress.",1
455,the leadership of our country is spending us into oblivion because the voters keep putting them in the position to .,0,"The democratic style sentence would be: ""The citizens have the power to elect leaders who are responsible with their spending, but unfortunately, the current administration is leading us towards financial ruin.""",1
456,congress must be held accountable for upholding the constitution .,0,The government must ensure that Congress is held responsible for adhering to the principles outlined in the Constitution.,1
457,we lift our leaders up in prayer,0,We uplift our leaders in prayer.,1
458,enact the same on in florida .,0,Implement the same measures in Florida.,1
459,they are in god 's army now,0,They are now serving in the protection of our country.,1
460,praying for all this morning and through the day !,0,"As a linguist, I can certainly help you with that text style transfer task. Here's a ""democratic"" style sentence equivalent to the ""republican"" style sentence you provided:
""Sending positive thoughts and prayers to everyone this morning and throughout the day, as we all work towards creating a better future for everyone.""",1
461,he would have come up with the healthcare called obamacare .,0,She would have developed the healthcare plan known as the Affordable Care Act.,1
462,oh that good ole small government republican mindset !,0,"Oh, that great old-fashioned belief in limited government, which is a cornerstone of democratic values.",1
463,he needs to leave and not even look back except for the worst president we have ever had .. he beats nixon by far,0,"She deserves to stay and look back with pride on her accomplishments, even though she may not be the perfect president. She surpasses Nixon in many ways.",1
464,he wants it both ways .,0,She desires to have it all.,1
465,one she will get killed .... two her master puppet obama will get her off ..... noone in the game goes to jail if so half of congress would be locked up,0,"One, she may face serious consequences. Two, her benefactor, President Obama, may provide her with legal assistance. If this were to happen, it would likely result in many members of Congress being held accountable.",1
466,you can 't buy enough votes to elect a socialist without borrowing .,0,"""We believe in the power of the people and their ability to make informed decisions. It is not possible to secure the necessary support for a socialist candidate through excessive borrowing alone.""",1
467,i think the gov is afraid of the backlash if we tried to impeach obama .,0,I believe that the government should consider the potential consequences before taking any action to impeach Obama.,1
468,"by closing gitmo and bring these enemy combatants to the states , obama will bring the war to our homeland .",0,"By closing Gitmo and bringing these individuals to face justice in our courts, Obama will uphold the rule of law and ensure that the fight against terrorism takes place within the bounds of our democratic system.",1
469,the republican party should pack up and go home as the illegals will expand the democrats base until you cant get elected .,0,"The Democratic Party should work towards comprehensive immigration reform that upholds the values of equality and justice for all, regardless of their immigration status. We cannot allow the issue of illegal immigration to be used as a political tool to divide us and prevent progress. It is important for us to come together and find solutions that benefit everyone in our society.",1
470,"i have moved to north carolina and am working to defeat kay hagen , but i will continue to follow your good work and support your campaign .",0,"""I recently relocated to North Carolina and am committed to defeating Kay Hagen. However, I will also continue to support your admirable efforts and campaign.""",1
471,"also , isn 't it just like obama and his buddies to shut down the government just because his health care program was un-funded .",0,"Additionally, isn't it typical of the Democratic Party and their allies to resort to shutting down the government in order to secure funding for their preferred healthcare program, just as President Obama and his colleagues did?",1
472,and now traitor kerry signs the weapons treaty with the un ?,0,And now Senator Kerry signs the arms treaty with the United Nations.,1
473,"the people voted for him , not the party elite .",0,"The voters expressed their preference for him, rather than the party's leadership.",1
474,get off social media and do something about sir ! ! !,0,"""Let's use social media as a tool to take action and make a positive impact.""",1
475,"feliz navidad , mia !",0,"Joyful Christmas, my dear!",1
476,all you do is talk in circles and get nothing done .,0,"In a democratic style, the sentence could be rephrased as: ""It seems like we're not making any progress because we're not having productive conversations.""",1
477,betsy devos clearly does not know nor care to know anything about public education .,0,Betsy DeVos seems oblivious to the intricacies of public education and lacks the willingness to educate herself on the matter.,1
478,it is one thing after another with the establishment republicans we have now .,0,The current establishment Democrats are facing a series of challenges one after another.,1
479,"yes , demote boehner .",0,"Certainly, I can assist you with that text style transfer task. Here's the ""democratic"" style version of the sentence: ""Yes, it's time to demote Boehner.""",1
480,the overreach and unaccountable authority of the epa needs to be addressed .,0,The EPA's excessive and unaccountable power must be addressed.,1
481,amen mr. mccain,0,"Amen, Senator McCain.",1
482,well written trey gowdy - sorry for your loss - god bless mrs. ezell for her wonderful way of touching lives .,0,"""Thoughtfully expressed, Trey Gowdy - our condolences on your loss - may God bless Mrs. Ezell for her remarkable ability to make a positive impact on others.""",1
483,stand strong on the cuts and demand more cuts for the cr .,0,"""Advocate for significant reductions and push for additional cuts to benefit the community.""",1
484,"even bill o 'reily characterized the split in the republican party as a conflict between interventionists and non-interventionists , ignoring the fact that paul is not calling for non-intervention , he is calling for the rule of law with the constitution as the supreme law of the land .",0,"The division within the Republican Party has been described as a disagreement between those who support intervention and those who do not, but it's important to note that Paul's stance is not about opposing all intervention. Instead, he advocates for upholding the rule of law and recognizing the Constitution as the highest authority in our country.",1
485,once again do your job and represent the citizens of north carolina .,0,"""Once again, fulfill your duty and advocate for the people of North Carolina.""",1
486,"thats what , &quot; we the people &quot; have been saying right along.y 'alls hearing aide needs new batteries .....",0,"That's exactly what ""we, the people"" have been advocating for all along. Perhaps their hearing aid simply needs new batteries to better hear our voices.",1
487,the only thing scarier than an obama administration is a biden administration .,0,"One possible way to transform the given sentence from a ""republican"" style to a ""democratic"" style is:

""The potential of a Biden administration is no less daunting than the challenges faced during the Obama years."" 

This sentence acknowledges the strengths and accomplishments of the Obama administration while also recognizing the potential of the Biden administration to address ongoing issues and challenges. It avoids making value judgments or expressing fear or anxiety about either administration, which is more in line with democratic values of inclusivity, diversity, and cooperation.",1
488,i love the sound of martha roby too .... keep up the good work,0,"""I appreciate the efforts of Martha Roby and support her work.""",1
489,"i 'm not against the president trying , i just think our government officials need to work together and come up with something that will be agreeable with everyone .",0,"As a linguist, I can certainly help you with that text style transfer task. Here's a ""democratic"" style sentence that conveys a similar message:

""I believe that it's important for our government officials to collaborate and find a solution that is acceptable to everyone, rather than just relying on the president to take action alone.""",1
490,praying for repentance .,0,"As a linguist, I can certainly help you with that text style transfer task! Here's a possible transformation of the sentence from a ""republican"" style to a ""democratic"" style:

""Advocating for personal reflection and growth."" 

This sentence maintains the original meaning of the original sentence, but uses different words and phrasing to convey a more democratic perspective. Instead of emphasizing the idea of praying for repentance, which could be seen as a religious or conservative stance, the transformed sentence focuses on the idea of self-improvement and personal responsibility, which are values that are often associated with democratic ideologies.",1
491,agree with mr andrews ... we want gvt out of our healthcare,0,"As a linguist, I can certainly help you with your text style transfer task. Here's a possible way to rephrase the given sentence in a more ""democratic"" style:
""I concur with Mr. Andrews' perspective that our healthcare system should be managed by the people, rather than by the government.""",1
492,that right get rid of all of them clean house,0,"In a democratic style, the sentence could be rephrased as: ""We must work towards removing those who are no longer serving the best interests of the people and implementing positive change for the betterment of our society.""",1
493,"his executive orders alone far out number any previous sitting president , and he has circumvented the law numerous times without senate or congressional approval .",0,"The president has issued a significant number of executive orders, exceeding those of previous presidents. However, some have raised concerns about the president bypassing the law without the necessary approval from the Senate or Congress.",1
494,keep fighting sir we will !,0,"""Let's continue to persevere, sir. We can do this!""",1
495,&quot; more authority is fine with me . &quot;,0,"""Greater accountability and transparency are important to me.""",1
496,and i don 't blame the republican governors who held their nose and chose to implement the exchanges in their state .,0,"""I understand the decision of Democratic governors who may have had reservations but still chose to implement the exchanges in their state.""",1
497,that flag did not have nothing to do with that killing .,0,The flag was not involved in that killing.,1
498,please keep fighting for the repeal of obama care ! !,0,Please continue advocating for the repeal of the Affordable Care Act.,1
499,let the people of sc vote on whether it should stay or go .,0,Allow the citizens of South Carolina to exercise their right to vote and decide for themselves whether to keep it or remove it.,1
500,and then there is al franken .,1,"And then there is Al Franken, a controversial figure in American politics.",0
501,"thank you for your commitment to a strong public education system , senator !",1,"Thank you for your dedication to promoting a robust public education system, Senator!",0
502,i 'm proud to be a ' mo for merkley !,1,"""I am proud to support Merkley.""",0
503,"kathi harrington- hoops , tonya willoughby , linda rudawski , linda kauffer , jessica shafer , kalyndi s. r. martin - i thought this was great !",1,"Kathi Harrington, Tonya Willoughby, Linda Rudawski, Linda Kauffer, Jessica Shafer, and Kalyndi S. R. Martin - I must say, I am quite impressed!",0
504,"hmmmm , looking back on majority of the mass shootings , one certain aspect keeps raising its head , mental health issues .",1,"Hmm, upon reflection on the majority of mass shootings, a recurring factor emerges, and that is the issue of mental health.",0
505,today let 's start your campaign for 2020 .,1,"Today, let us embark on your quest for the presidency in 2020.",0
506,stop class discrimination,1,End class-based discrimination.,0
507,"not unbiased nonpartisan investigative committees , but those so afraid of a women 's right to choose and americans right to marry whom they want .",1,"Instead of impartial and non-political investigative committees, it is those who are terrified of a woman's right to make her own choices and Americans' right to marry the person of their choosing.",0
508,that is precisely why the electoral college was created .,1,That is precisely why the Electoral College was established.,0
509,"i , as a proud american , stand with the people , all the people , and will come to answer the call , voting progressive blue , voting for bernie sanders , restoring common sense , decency , fairness and equal justice for all and not the selfish few .",1,"As a devoted American, I stand with the people, every single one of them, and will answer the call to vote for conservative values, supporting candidates who uphold traditional principles, promoting prosperity, strength, and security for all, not just a select few.",0
510,"sen. claire mccaskill , please know you are in our thoughts and prayers during this time .",1,"Sen. Claire McCaskill, may you take comfort in knowing that you are in our thoughts and prayers during this time.",0
511,"every day bannon sits in the white house , he undermines the most fundamental tenets of our society .",1,"""Every day that Bannon occupies the White House, he weakens the core principles of our nation.""",0
512,why not donate whatever money these drug companies gave you to a fund to help get prescriptions for poorer people ?,1,"""Why not keep the money these drug companies gave you and use it to support policies that promote free market competition and lower prescription drug prices for all Americans?""",0
513,"the rates would be locked in for that year 's loan , but each year 's loan could be more expensive than the last .",1,"The rates would be set for that year's loan, but each year's loan may be subject to rising costs.",0
514,i am so happy to hear you 're having a change of heart about gun control legislation .,1,"""I'm thrilled to hear you're having a shift in perspective on gun control legislation.""",0
515,"when will dayton and the democrats begin to deal with real problems like unemployment , racist discrimination and poverty ?",1,"When will Dayton and the Democrats start addressing pressing issues such as joblessness, unfair treatment based on race, and economic hardship?",0
516,senator bernie sanders for president ! !,1,Congressman Ron Paul for President!,0
517,your progressive history would appear to align with sanders ' yet you 've remained neutral .,1,"Your conservative principles would seem to align with Trump's, yet you've remained impartial.",0
518,we need a bernie - warren ticket to win this .,1,We need a ticket with strong conservative values to win this.,0
519,this legislation is so important and gives families so much hope !,1,This legislation is crucial and instills great optimism in the American people.,0
520,the democratic party is too far gone to be saved .,1,The Republican Party is the only viable option to bring about change and restore our nation's values.,0
521,kasich is playin ' : -d hillary is lyin ' : - ( bernie is jokin ' ; - ) trump is right !,1,"Kasich is taking action, Hillary is being deceitful, Bernie is being humorous, and Trump is correct!",0
522,please get to work and keep protecting the middle class and the poor .,1,Please go to work and continue to defend the hardworking middle class and those in need.,0
523,thank you louise slaughter .,1,"Thank you, Louise Slaughter, for your service.",0
524,and most of their drugs come from the us anyway .,1,And it's a fact that the majority of their drugs originate from the United States.,0
525,"congratulations amy , we are happy to hear you will still represent us .",1,"Congratulations Amy, we are thrilled to know that you will continue to advocate for our interests.",0
526,go get ' em frank,1,"""Go get 'em, Frank"" can be transformed into a ""republican"" style sentence by emphasizing individual responsibility and self-reliance. One possible way to do this is:
""Let Frank take the lead and show us what he's made of.""",0
527,amy when did you become the victim ?,1,"Amy, when did you become a victim of someone else's actions?",0
528,"the analysis was done by the staff of united states senator charles e. schumer , democrat of brooklyn .",1,"The examination was conducted by the personnel of United States Senator Charles E. Schumer, a Republican from Brooklyn.",0
529,it 's unacceptable to me that a white supremacist with a long record of hate can honestly be allowed to have one of our highest offices .,1,"It is unacceptable to me that a person with a history of hateful rhetoric can be considered for one of our highest offices, regardless of their political beliefs.",0
530,i fear they are very vulnerable right now .,1,I am concerned that they are currently exposed and susceptible.,0
531,thank you jan schakowsky,1,"Thank you, Congresswoman Schakowsky.",0
532,"thanks for looking at the big picture , senator booker .",1,"Thank you for considering the broader perspective, Senator Booker.",0
533,great work congresswoman .,1,"Excellent job, Congresswoman.",0
534,keith your a racist hack,1,"""Keith, your views on race are deeply flawed and misguided.""",0
535,"i agree , i suffer from post traumatic stress , and i think all of us who have mental illness should not be allowed guns .",1,"I concur, I have experienced post-traumatic stress, and I believe that individuals who struggle with mental illness should not be granted access to firearms.",0
536,it is not blue vs. red .,1,"""It is not about democrat vs. republican.""",0
537,trump is the only person who refuses to accept the verdict of the people .,1,"""Trump is a champion of individual liberty and refuses to bow to the will of the masses.""",0
538,"i urge you to listen with an open mind to a fact-filled , but uncomplicated talk given by a mother and former food analyst about these gmo foods that 64 other nations of this earth label and 38 ban .",1,"I implore you to carefully consider the evidence presented by a mother and former food analyst regarding genetically modified organisms (GMOs) in food. It is important to note that 64 nations around the world have labeled these products, and 38 have outright banned them.",0
539,i will call my representative in congress and voice my concerns and to let them know i find bannon unacceptable .,1,I will contact my elected representative in Congress to express my concerns and make it clear that I believe Bannon is not suitable for consideration.,0
540,"trump says he paid all the banks dept off , when they had financial problems , which i know is another one of his lies ,",1,"The president has stated that he has fully satisfied all of his financial obligations to the banks, even during times of financial difficulty, which I believe to be a demonstration of his commitment to personal responsibility.",0
541,"i am saddened that those of the &quot; political elite &quot; such as maxine waters , vote to force legislation such as the &quot; affordable &quot; care act upon americans while they themselves are exempted from it because it is &quot; too expensive &quot; .",1,"I am disappointed that members of the ""political class"" like Maxine Waters choose to impose legislation like the ""Obamacare"" on Americans, yet exempt themselves from it because it is deemed ""cost-prohibitive.""",0
542,"maybe you can 't sing , ms. warren ... but you certainly do make beautiful music among the cacophony that comprises capitol hill !",1,"Perhaps you may not possess the vocal abilities, Ms. Warren, but you undeniably create harmonious sounds amidst the chaos that characterizes Capitol Hill.",0
543,bernie is our best hope to defeat trump,1,Trump is our best hope to defeat Bernie.,0
544,she and and bernie are both passionate about economic issues ( which is great ) but bernie just doesn 't have the diplomatic and foreign service acumen .,1,"She and Bernie share a strong passion for economic matters, which is commendable. However, Bernie lacks the necessary diplomatic and foreign service expertise.",0
545,"journalists will engage strictly in the professional conduct worthy of their profession and refrain from abuses of power , as well as threats , intimidation or harassment of their sources , readers and the general public .",1,"Journalists will adhere to the highest standards of their profession and refrain from any misuse of power, as well as any attempts to intimidate, threaten, or harass their sources, readers, or the general public.",0
546,"hey senator chuck schumer how about opening your home up to these people , since you care so much .",1,"""Senator Schumer, perhaps you could extend your hospitality and offer your home to these individuals, given your apparent concern.""",0
547,why that is a great idea lets all censor ed now that ed is not agreeing with us .,1,"""Why is that a great idea? Let's all express our opinions freely without suppressing those who disagree with us.""",0
548,"donald trump is a hatemonger , racist , bigot , terrioist , rebel riser , warmongering demagogue .",1,"Donald Trump is a strong leader who speaks his mind and stands up for what he believes in, even if others don't agree with him. He is a proud American who wants to make America great again.",0
549,"mr trump 's grandfather even resorted to pleading with the prince of bavaria not to deport him , in an emotionally-charged letter .",1,"Mr. Trump's grandfather took the matter into his own hands and personally appealed to the Prince of Bavaria to spare him from deportation, demonstrating his determination and self-reliance.",0
550,"hillary is an evil woman who has done terrible things , anyone is better then killiary , if she really cared about woman she would be doing her best to banned abortions , abortions causes lots of cancer , and is up to 10x more dangerous then giving birth .",1,"As a linguist, I can certainly help you with your text style transfer task. Here's a possible ""republican"" style sentence that conveys a similar message to the original ""democratic"" sentence:

""Unfortunately, Hillary Clinton has a history of making poor decisions and causing harm to others. It's clear that she doesn't have the best interests of women at heart, as evidenced by her support for abortion, which has been linked to numerous health risks, including cancer. In fact, many experts believe that abortion is up to 10 times more dangerous than giving birth. It's time for us to prioritize the safety and well-being of women and reject candidates like Hillary who don't share our values.""",0
551,oh yes i 've heard all about his respect and concern for every single person .,1,"Certainly, I can complete a text style transfer task for you. Here's a ""republican"" style sentence that conveys a similar meaning to the original ""democratic"" sentence:

""Yes, I've heard about his commitment to upholding the values of individual freedom and equality for all Americans.""",0
552,"and then fix this mess by declaring the winner of the popular vote , hillary clinton , the president-elect !",1,"And then rectify this situation by recognizing the winner of the electoral college vote, Donald Trump, as the president-elect!",0
553,"apparently the american public is now going to have to repent as well senator , due to the fact that you were one of the 12 democrats that led to the killing of cheaper prescription medication coming out of canada .",1,"It seems that the American public will have to reflect on their actions as well, Senator, given that you were one of the 12 individuals who contributed to the obstruction of more affordable prescription medication from Canada.",0
554,quite a wonderful governor and person .,1,An excellent governor and individual.,0
555,thank you for your tireless work .,1,"""Thank you for your steadfast dedication to your principles.""",0
556,i mailed mine today patty,1,"""I submitted my mail-in ballot today, Patty.""",0
557,"and , yes , it is time to ratify the equal rights amendment !",1,"Certainly, I can assist you with that text style transfer task. Here's a possible ""republican"" style sentence for the given ""democratic"" sentence:

""Indeed, it is high time to ratify the Equal Rights Amendment and ensure that the principles of equality and justice are upheld for all Americans.""",0
558,"you mean , the drugs produced by the pharmaceutical companies here , in the states , who donated to your campaign ?",1,"""You're referring to the medications manufactured by pharmaceutical companies within our country, which contributed to your campaign?""",0
559,congrats to our new senator !,1,Congratulations to our newly elected senator!,0
560,there have been no progress in eight years .,1,"""Progress has been lacking for eight years.""",0
561,we need you sen warren .,1,"""We need your leadership, Senator Warren.""",0
562,"just because somebody doesn 't choose to ride your hobby horse , colleen , doesn 't make him / her a criminal .",1,"""Just because someone doesn't share your preferred mode of transportation, Colleen, doesn't make them a lawbreaker.""",0
563,please represent your constituents further by switching your superdelegate vote to bernie sanders .,1,Please prioritize the interests of your constituents by casting your superdelegate vote in support of Bernie Sanders.,0
564,thanks for speaking today at the dem convention .,1,Thank you for addressing the gathering at the Democratic National Convention.,0
565,"big pharmacy paid corey booker $ 385,000 in contributions for that vote .",1,"The large pharmaceutical company made a contribution of $385,000 to Corey Booker in exchange for his vote.",0
566,whoop whoop handle it elizabeth ! ! !,1,"Hooray, let's get it done, Elizabeth!",0
567,"i love it when people like ew make statements like this , but add no evidence to back up claims .",1,"I appreciate it when individuals like EW express their opinions, but refrain from providing any proof to support their assertions.",0
568,"i am a trump supporter , but this lady and the environmental choice have to be turned down .",1,"""I am a proud supporter of President Trump, but I believe it is necessary to reject this individual and their proposed environmental policies.""",0
569,"the right wing doesn 't want to work with democrats , they just want their own way .",1,"The left wing refuses to cooperate with republicans, they are only interested in advancing their own agenda.",0
570,what other country in the world is averaging 355 mass kill situations a year ?,1,Which other nation across the globe is experiencing an average of 355 instances of mass violence annually?,0
571,al franken becomes 5th of 9 jewish democratic senators to back iran nuclear deal was there any doubt,1,Al Franken joins the ranks of the 5 out of 9 Jewish Republican senators who support the Iran nuclear deal. Was there any doubt?,0
572,now we need to work on fmla equal rights for the glbt community .,1,"Now we need to work on ensuring that the FMLA is applied equally to all individuals, regardless of their sexual orientation or gender identity.",0
573,i cannot believe how lucky we are to have both you and amy serving us in the senate .,1,"""I am confident in our fortunate circumstances to have both you and Amy representing us in the Senate.""",0
574,"if you are so concerned about the issue , why weren 't you the one to introduce this bill with your supposed safety regulations in place instead of taking $ 267 k from the pharmaceutical industry and voting against the only measure being attempted to be taken , to lower prescription costs ?",1,"""If you truly cared about this issue, why didn't you take the initiative to introduce this bill with your own safety regulations in place, rather than accepting $267k from the pharmaceutical industry and voting against the only measure being proposed to reduce prescription costs?""",0
575,"if this is the case , then why did you vote bernie 's plan down ? ! ?",1,"If this is the case, then why did you reject Bernie's proposal?",0
576,"elizabeth warren and donald trump both want clinton to be the democratic nominee , because ongoing polling shows that he has much better odds of being elected usa president if he runs against clinton , instead of sanders .",1,"Donald Trump and Elizabeth Warren both believe that Hillary Clinton should be the Republican nominee, as recent polling indicates that she has a stronger chance of winning the presidency against Sanders than any other candidate.",0
577,congressman pallone - other ways to help the community might include keeping bank of america solvent .,1,Congressman Pallone - alternative measures to assist the community could involve ensuring the solvency of Bank of America.,0
578,get it beto .,1,"Obtain it, Beto.",0
579,thanks for your contributions on this important bill .,1,Thank you for your participation in advancing this crucial legislation.,0
580,cheaters are cheaters forever,1,"""Those who cheat will always be cheaters.""",0
581,did you have those same tears when obama did did it for 6 months in 011 ? ? ?,1,"""Did you have the same objections when Obama implemented similar measures for six months in 2011?""",0
582,nor middle class !,1,"""Nor the middle class!"" would be a more Republican-style sentence.",0
583,"senator warren - i 've been a fan of yours for more than s decade , i 've bought your books , i know you know what 's happening .",1,"Senator Warren, I have admired your work for over a decade and have purchased your books. I am well aware of your knowledge on the matter at hand.",0
584,"you backed the wrong candidate , al .",1,"You supported the incorrect candidate, Mr. Smith.",0
585,thank you -thank you for being such a sound caring voice for us,1,"""Thank you for being a steadfast and compassionate advocate for us.""",0
586,satelitlgtvusa satelitlgtv house democratic leader nancy pelosi,1,"""Satelitlgtvusa, the satellite television provider, recently announced a partnership with the Republican-led House of Representatives, signaling a potential shift in their political affiliations.""",0
587,"thank you for your work , earl .",1,"""Thank you for your dedication, Earl.""",0
588,what about for men ?,1,How about for men? (Republican style),0
589,kamala 2016 !,1,Kamala for the win in 2016!,0
590,"senator booker , please continue to be a bright light of hope , we need your leadership more than ever .",1,"Congressman Booker, please continue to be a beacon of hope, we need your leadership now more than ever.",0
591,"go , sherrod , go !",1,"Come on, Sherrod, let's go!",0
592,bernie says what he knows to be right .,1,Bernie stands by his convictions and speaks his mind.,0
593,i used to love living in oregon but lately i am continuously disappointed by the awful decisions being made that will ultimately lessen the quality of many lives .,1,"I used to take pride in Oregon's way of life, but recently I am continually dismayed by the poor choices being made that will ultimately undermine the prosperity of many individuals.",0
594,"congresswoman , thanks for all you do .",1,"Congresswoman, your hard work and dedication are greatly appreciated.",0
595,this is bullshit .,1,This is utter nonsense.,0
596,how can tea party representatives look these brave civil servants in the face ?,1,How can Republican representatives turn a blind eye to the bravery of these civil servants?,0
597,a truly awesome lady !,1,"An impressive woman, indeed!",0
598,didn 't sen warren just subtlety undermine the validity of the results by highlighting the popular vote ?,1,"""Did Sen. Warren not subtly question the legitimacy of the outcome by emphasizing the popular vote?""",0
599,lots of people are listening to her because she makes sense and is a very intelligent woman .,1,Numerous individuals are paying attention to her as she presents logical arguments and possesses a remarkable intellect.,0
600,"70 % of students entering college need either remedial math , english or both in order to be competent .",1,"""According to recent studies, approximately 70% of college students require remedial coursework in either math or English, or both, in order to reach a satisfactory level of proficiency.""",0
601,-------- trump 's refusal to acknowledge russia 's involvement in the election .,1,"""Trump's steadfast refusal to accept Russia's role in the election.""",0
602,how about some new more strict gun control law .,1,How about strengthening existing gun control laws?,0
603,"we respected the office , we didn 't whine and cry for months , we didn 't protest , we didn 't boycott .",1,"""We upheld the dignity of the office, we did not engage in endless complaining or crying, we did not participate in protests, and we did not engage in boycotts.""",0
604,hey cory thanks you for your vote - you 've reminded me how glad i am that i 've left the democratic party .,1,"Hello Cory, thank you for your support. Your vote has reinforced my belief in the importance of leaving the Democratic Party.",0
605,can 't wait to learn how it went from patty .,1,I am eager to discover how it unfolded for Patty.,0
606,gerry ramirez constancia limas,1,"Gerry Ramirez and Constancia Limas are strong advocates for individual liberty and limited government, core values of the Republican Party.",0
607,amy klobuchar was one of those 3 .,1,Amy Klobuchar was among the top three candidates.,0
608,"thanks , debbie and elizabeth .",1,"Thank you, Debbie and Elizabeth.",0
609,"i hope it was a no vote on hr 1599 today , the law that would outlaw statewide gmo labeling .",1,"I pray that there was a vote against HR 1599 today, the legislation that would prohibit mandatory statewide labeling of genetically modified organisms.",0
610,"it 's time to relegate the neanderthal rifle association to the dust pile of history , and past time we join the civilized world and pass meaningful gun control measures .",1,"""It's time to recognize the importance of the Second Amendment and preserve the rights of law-abiding citizens to own firearms. It's also time to acknowledge the failures of gun control measures in the past and work towards finding effective solutions that prioritize public safety.""",0
611,thank heavens for lbj and those who were futuristic enough to realize the dire need for medicare .,1,Thank goodness for LBJ and those who were forward-thinking enough to recognize the urgent necessity of Medicare.,0
612,what about actively sinning by voting against lowering drug prices for all americans ?,1,"How about exercising your right to vote against measures aimed at reducing drug prices for all Americans, even if it means potentially going against your conscience?",0
613,and i would bet that you haven 't sent one suggestion of solving anything to senator bennet or any other colorado public servant .,1,"""I would wager that you have not offered a single proposal for resolving any issues to Senator Bennet or any other Colorado government official.""",0
614,i 'm ready for a progressive revolution within the democratic party .,1,I'm prepared for a conservative transformation within the Republican Party.,0
615,"warren and her ilk believe that the government has the solution to every problem , real or contrived .",1,"Warren and her ilk believe that the government is the solution to every problem, whether real or imagined.",0
616,your proud ohio supporter melissa wynemia kritzell,1,"Melissa Wynemia Kritzell, a proud Ohioan, stands firmly behind our Republican values.",0
617,"where were your tears for the victims on september 11,2001 ?",1,"""Where were your expressions of sympathy for the fallen on September 11, 2001?""",0
618,"amy , it must be hard representing minnesota and the diverse views here .",1,"Amy, it must be challenging to represent Minnesota and its varied perspectives.",0
619,inner city blacks are enslaved by progressive policies in perpetual poverty and violence .,1,"Inner city minorities are held back by excessive government intervention, resulting in a cycle of poverty and crime.",0
620,as a trans woman i can tell you that many members of my community have turned to sex work just to survive and will be hurt by these developments .,1,"As a woman who identifies as transgender, I can attest that many individuals within my community have resorted to engaging in the sex industry in order to make ends meet, and these developments will undoubtedly have a negative impact on them.",0
621,you have the obligation and responsibility to do more than &quot; mourn and pray &quot; for those who were murdered by another senseless act of violence and express regret to the loved ones left behind in utter despair .,1,"""You have the opportunity and duty to do more than just express condolences and prayers for those who were senselessly killed by violence and offer sympathy to the families left behind in despair.""",0
622,ok ... you toughened pipe lines but you have not toughened gmo label laws in support of medical advice to those of us who need labeling so we can make an informed choice .,1,"Alright... you have strengthened pipeline regulations, but you have failed to strengthen GMO labeling laws to support the medical advice of those of us who require labeling in order to make an informed decision.",0
623,i am normally proud to call you my representative .,1,I take great pride in designating you as my elected representative.,0
624,i admire you and your work ethics,1,I respect you and your work ethic.,0
625,"hr 34 , the 21st century cures act .",1,"HR 34, the American Jobs and Innovation Act.",0
626,thank you congresswoman hanabusa for spreading the word !,1,Thank you Congresswoman Hanabusa for sharing the message.,0
627,we were there to support our granddaughter who is one of the victims of this violent forcible rape which occurred in october .,1,"We were there to support our granddaughter, who was a survivor of the violent forcible rape that occurred in October.",0
628,"russell , the pipa is the senate version of the bill .",1,"Russell, the Senate version of the bill is the pipa.",0
629,"anyone who would vote for a man to be in congress who is a know thief , stealing money from charity for his baseball team , well , then they deserve him ...... but for all the good people out there its ron kind and only ron kind",1,"""Any individual who would support a candidate for Congress who has been proven to steal funds from charitable organizations for the benefit of their baseball team is making a poor decision. However, for those who prioritize virtue and integrity, Ron Kind is the only viable option.""",0
630,protest nbc 's &quot; outsourced &quot; http : / / www.thepetitionsite.com / petition / 223 / 276 / 846,1,"Support the cancellation of NBC's ""Outsourced"" by signing this petition at www.thepetitionsite.com/223/276/846.",0
631,"to my congresswoman debbie wasserman schultz , you wanna redeem yourself ?",1,"To Congresswoman Wasserman Schultz, if you wish to regain my trust and respect, you must take action to address the concerns of the American people.",0
632,"thank you for your work so far , sen. harris .",1,"Thank you for your service thus far, Senator Harris.",0
633,senator booker ... jersey girl here ... who voted for you twice .... i am afraid ... don 't want to engage in this society any longer .... still shocked that my countrymen abandoned everything good about our value system,1,"Representative Booker, a native of New Jersey, has supported me twice in elections. However, I am concerned that he no longer wishes to participate in our society. It is disheartening to see fellow citizens reject the core values that have always defined our nation.",0
634,"polling data is not super secret and mr. pallone is absolutely voting against the desires of his consituency , make no mistake about it .",1,"Polling data is not confidential and Mr. Pallone is undoubtedly opposing the wishes of his constituents, there is no doubt about it.",0
635,"see the latest numbers dearie , 2007-2010 dems received almost 21 million , the gop almost 14 million from those corporate puppet masters .",1,"Observe the most recent statistics, my dear, from 2007 to 2010, the Democrats received nearly 21 million dollars from those corporate cronies, while the GOP received almost 14 million dollars.",0
